,id,X_cluster_5
394,21-186G-3269,2
395,21-186G-3270,2
396,21-186G-3272,2
397,21-186G-3273,1
398,21-186G-3274,2
399,21-186G-3288,1
400,21-186G-3297,1
401,21-186G-3301,1
402,21-186G-3302,1
403,21-186G-3314,1
404,21-186G-3334,4
405,21-186G-3339,2
406,21-186G-3341,2
407,21-186G-3348,2
408,21-186G-3352,0
409,21-186G-3356,2
410,21-186G-3358,2
411,21-186G-3359,2
412,21-186G-336,0
413,21-186G-3365,0
414,21-186G-3375,0
415,21-186G-3395,2
416,21-186G-3424,2
417,21-186G-3436,3
418,21-186G-3437,3
419,21-186G-3440,0
420,21-186G-3441,3
421,21-186G-3443,3
422,21-186G-3450,0
423,21-186G-3453,3
424,21-186G-3456,2
425,21-186G-3457,0
426,21-186G-3459,2
427,21-186G-3460,2
428,21-186G-3463,0
429,21-186G-3465,2
430,21-186G-3472,1
431,21-186G-3473,2
432,21-186G-3474,2
433,21-186G-3475,1
434,21-186G-3476,1
435,21-186G-3477,2
436,21-186G-3478,1
437,21-186G-3479,2
438,21-186G-3480,0
439,21-186G-3481,2
440,21-186G-3482,0
441,21-186G-3483,2
442,21-186G-3488,1
443,21-186G-3489,2
444,21-186G-3493,2
445,21-186G-3494,1
446,21-186G-3498,1
447,21-186G-3501,1
448,21-186G-3502,0
449,21-186G-3505,4
450,21-186G-3506,1
451,21-186G-3508,1
452,21-186G-3513,1
453,21-186G-3516,2
454,21-186G-3517,1
455,21-186G-3519,1
456,21-186G-3525,2
457,21-186G-3526,2
458,21-186G-3528,1
459,21-186G-3529,2
460,21-186G-3531,2
461,21-186G-3541,2
462,21-186G-3544,0
463,21-186G-3545,0
464,21-186G-3546,1
465,21-186G-3549,0
466,21-186G-3551,0
467,21-186G-3558,4
468,21-186G-3564,4
469,21-186G-3579,2
470,21-186G-3586,0
471,21-186G-3595,2
472,21-186G-3596,2
473,21-186G-3617,1
474,21-186G-3625,1
475,21-186G-3631,1
476,21-186G-3632,2
477,21-186G-3641,1
478,21-186G-3649,4
479,21-186G-3655,2
480,21-186G-3656,3
481,21-186G-3674,0
482,21-186G-3681,1
483,21-186G-3684,1
484,21-186G-3686,2
485,21-186G-3691,2
486,21-186G-3705,3
487,21-186G-3713,0
488,21-186G-3722,0
489,21-186G-3723,1
490,21-186G-3724,2
491,21-186G-3726,1
492,21-186G-373,2
493,21-186G-3733,2
494,21-186G-3736,1
495,21-186G-3738,2
496,21-186G-3739,2
497,21-186G-3748,2
498,21-186G-3751,0
499,21-186G-3766,0
500,21-186G-3768,3
501,21-186G-3770,3
502,21-186G-3773,0
503,21-186G-379,2
504,21-186G-3790,0
505,21-186G-3806,2
506,21-186G-3810,0
507,21-186G-3812,4
508,21-186G-3814,0
509,21-186G-3823,2
510,21-186G-3824,2
511,21-186G-3833,4
512,21-186G-3834,0
513,21-186G-3858,2
514,21-186G-3863,1
515,21-186G-3864,0
516,21-186G-3867,1
517,21-186G-3892,1
518,21-186G-3896,2
519,21-186G-3898,2
520,21-186G-3899,2
521,21-186G-390,3
522,21-186G-3903,2
523,21-186G-3912,2
524,21-186G-3913,1
525,21-186G-3929,0
526,21-186G-3931,2
527,21-186G-3934,4
528,21-186G-3939,1
529,21-186G-3941,0
530,21-186G-3960,4
531,21-186G-3969,2
532,21-186G-3975,0
533,21-186G-3976,0
534,21-186G-3982,2
535,21-186G-3993,3
536,21-186G-3994,2
537,21-186G-3995,0
538,21-186G-3998,1
539,21-186G-40,2
540,21-186G-4003,2
541,21-186G-4013,2
542,21-186G-4017,0
543,21-186G-402,3
544,21-186G-4021,0
545,21-186G-4026,2
546,21-186G-4027,1
547,21-186G-4029,0
548,21-186G-403,2
549,21-186G-4030,0
550,21-186G-4043,1
551,21-186G-4044,2
552,21-186G-405,1
553,21-186G-4050,0
554,21-186G-4059,0
555,21-186G-4060,2
556,21-186G-4063,0
557,21-186G-4076,0
558,21-186G-4078,0
559,21-186G-4079,2
560,21-186G-4081,2
561,21-186G-4082,2
562,21-186G-4087,0
563,21-186G-4091,2
564,21-186G-4094,2
565,21-186G-4095,2
566,21-186G-4105,2
567,21-186G-4109,1
568,21-186G-411,2
569,21-186G-4113,0
570,21-186G-4114,2
571,21-186G-4131,2
572,21-186G-4134,2
573,21-186G-4136,2
574,21-186G-414,2
575,21-186G-4149,2
576,21-186G-4164,2
577,21-186G-4169,2
578,21-186G-4171,4
579,21-186G-4172,4
580,21-186G-4175,1
581,21-186G-4179,1
582,21-186G-4187,2
583,21-186G-419,0
584,21-186G-4193,1
585,21-186G-4196,1
586,21-186G-4202,2
587,21-186G-4207,1
588,21-186G-421,2
589,21-186G-4211,2
590,21-186G-4213,1
591,21-186G-4216,1
592,21-186G-4218,2
593,21-186G-4219,2
594,21-186G-4223,1
595,21-186G-4226,2
596,21-186G-4227,2
597,21-186G-4231,2
598,21-186G-4237,2
599,21-186G-4243,2
600,21-186G-427,4
601,21-186G-4271,0
602,21-186G-4287,2
603,21-186G-429,2
604,21-186G-4291,2
605,21-186G-4292,2
606,21-186G-430,2
607,21-186G-4302,0
608,21-186G-4313,2
609,21-186G-4314,0
610,21-186G-4315,2
611,21-186G-4317,2
612,21-186G-4318,3
613,21-186G-4327,2
614,21-186G-4328,2
615,21-186G-433,0
616,21-186G-4331,1
617,21-186G-4335,2
618,21-186G-4337,2
619,21-186G-4351,0
620,21-186G-436,0
621,21-186G-4366,2
622,21-186G-4375,2
623,21-186G-4377,0
624,21-186G-438,0
625,21-186G-4381,3
626,21-186G-4384,2
627,21-186G-439,2
628,21-186G-4395,2
629,21-186G-4397,2
630,21-186G-4398,2
631,21-186G-4399,2
632,21-186G-4406,4
633,21-186G-441,1
634,21-186G-4415,1
635,21-186G-4417,2
636,21-186G-442,0
637,21-186G-4420,0
638,21-186G-4422,1
639,21-186G-4426,0
640,21-186G-4432,0
641,21-186G-4435,3
642,21-186G-4440,3
643,21-186G-4442,4
644,21-186G-4455,2
645,21-186G-4457,0
646,21-186G-4462,2
647,21-186G-4464,2
648,21-186G-4465,3
649,21-186G-4466,3
650,21-186G-447,0
651,21-186G-4480,3
652,21-186G-4481,2
653,21-186G-4484,2
654,21-186G-4485,0
655,21-186G-4486,2
656,21-186G-4490,1
657,21-186G-4497,2
658,21-186G-4499,0
659,21-186G-45,1
660,21-186G-4500,1
661,21-186G-4502,2
662,21-186G-4507,2
663,21-186G-4511,2
664,21-186G-4514,2
665,21-186G-4517,2
666,21-186G-4520,1
667,21-186G-4522,1
668,21-186G-4526,0
669,21-186G-4530,2
670,21-186G-4532,0
671,21-186G-4541,1
672,21-186G-4547,1
673,21-186G-4555,1
674,21-186G-456,0
675,21-186G-4565,0
676,21-186G-4574,2
677,21-186G-4575,0
678,21-186G-4588,2
679,21-186G-4591,2
680,21-186G-4594,0
681,21-186G-4597,0
682,21-186G-460,3
683,21-186G-4604,3
684,21-186G-4609,0
685,21-186G-4615,2
686,21-186G-4617,2
687,21-186G-4627,2
688,21-186G-4628,2
689,21-186G-464,2
690,21-186G-4645,2
691,21-186G-4647,0
692,21-186G-467,2
693,21-186G-4687,0
694,21-186G-4695,2
695,21-186G-4698,2
696,21-186G-470,0
697,21-186G-4701,2
698,21-186G-4708,2
699,21-186G-4711,2
700,21-186G-4731,2
701,21-186G-4733,2
702,21-186G-4754,1
703,21-186G-4761,2
704,21-186G-4763,1
705,21-186G-4764,4
706,21-186G-4766,2
707,21-186G-477,0
708,21-186G-4772,0
709,21-186G-4773,2
710,21-186G-4783,2
711,21-186G-4786,1
712,21-186G-4790,1
713,21-186G-4802,1
714,21-186G-4804,2
715,21-186G-4805,0
716,21-186G-4807,4
717,21-186G-4812,1
718,21-186G-4817,0
719,21-186G-482,2
720,21-186G-4822,3
721,21-186G-4826,2
722,21-186G-4828,0
723,21-186G-4829,1
724,21-186G-4840,2
725,21-186G-4849,1
726,21-186G-485,2
727,21-186G-4857,1
728,21-186G-4863,2
729,21-186G-4864,1
730,21-186G-4867,0
731,21-186G-4874,2
732,21-186G-4902,2
733,21-186G-4909,2
734,21-186G-4917,2
735,21-186G-4920,2
736,21-186G-4923,2
737,21-186G-493,2
738,21-186G-4937,2
739,21-186G-4940,2
740,21-186G-4976,2
741,21-186G-4987,2
742,21-186G-5,2
743,21-186G-5000,2
744,21-186G-508,2
745,21-186G-518,2
746,21-186G-520,2
747,21-186G-544,2
748,21-186G-550,2
749,21-186G-562,2
750,21-186G-565,2
751,21-186G-578,0
752,21-186G-585,3
753,21-186G-587,0
754,21-186G-589,0
755,21-186G-598,2
756,21-186G-599,2
757,21-186G-605,2
758,21-186G-606,0
759,21-186G-607,2
760,21-186G-612,0
761,21-186G-620,2
762,21-186G-627,2
763,21-186G-637,1
764,21-186G-640,2
765,21-186G-641,2
766,21-186G-642,2
767,21-186G-653,2
768,21-186G-655,2
769,21-186G-67,2
770,21-186G-675,2
771,21-186G-688,2
772,21-186G-690,2
773,21-186G-691,0
774,21-186G-703,1
775,21-186G-704,2
776,21-186G-707,1
777,21-186G-715,2
778,21-186G-725,2
779,21-186G-732,2
780,21-186G-734,2
781,21-186G-740,2
782,21-186G-741,2
783,21-186G-745,2
784,21-186G-748,2
785,21-186G-759,2
786,21-186G-761,2
787,21-186G-766,2
788,21-186G-770,0
789,21-186G-771,0
790,21-186G-775,2
791,21-186G-789,2
792,21-186G-791,2
793,21-186G-8,2
794,21-186G-804,1
795,21-186G-811,2
796,21-186G-814,2
797,21-186G-816,1
798,21-186G-829,1
799,21-186G-833,1
800,21-186G-835,2
801,21-186G-839,2
802,21-186G-841,2
803,21-186G-850,2
804,21-186G-860,2
805,21-186G-871,2
806,21-186G-872,2
807,21-186G-875,0
808,21-186G-896,2
809,21-186G-905,2
810,21-186G-906,0
811,21-186G-912,2
812,21-186G-919,2
813,21-186G-923,2
814,21-186G-947,2
815,21-186G-95,2
816,21-186G-959,0
817,21-186G-972,3
818,21-186G-983,2
819,21-186G-984,2
820,21-186G-986,1
821,21-186G-988,0
822,21-186G-99,0
823,21-186Z-1,2
824,21-186Z-1002,1
825,21-186Z-103,1
826,21-186Z-104,2
827,21-186Z-1044,1
828,21-186Z-1063,0
829,21-186Z-1067,1
830,21-186Z-1069,4
831,21-186Z-107,3
832,21-186Z-1081,3
833,21-186Z-1085,3
834,21-186Z-110,1
835,21-186Z-1105,2
836,21-186Z-1107,1
837,21-186Z-111,2
838,21-186Z-112,2
839,21-186Z-1121,1
840,21-186Z-1137,0
841,21-186Z-114,0
842,21-186Z-1158,2
843,21-186Z-1166,2
844,21-186Z-117,2
845,21-186Z-1175,0
846,21-186Z-1176,2
847,21-186Z-1182,2
848,21-186Z-1183,2
849,21-186Z-1186,2
850,21-186Z-1187,1
851,21-186Z-1189,0
852,21-186Z-1194,0
853,21-186Z-1195,4
854,21-186Z-120,1
855,21-186Z-1204,1
856,21-186Z-1211,2
857,21-186Z-122,2
858,21-186Z-1228,1
859,21-186Z-123,1
860,21-186Z-1235,1
861,21-186Z-124,2
862,21-186Z-1247,1
863,21-186Z-125,0
864,21-186Z-1250,4
865,21-186Z-1258,4
866,21-186Z-1263,1
867,21-186Z-1268,2
868,21-186Z-1270,4
869,21-186Z-1272,2
870,21-186Z-1274,1
871,21-186Z-1277,1
872,21-186Z-129,2
873,21-186Z-1301,4
874,21-186Z-1305,1
875,21-186Z-1312,0
876,21-186Z-1318,2
877,21-186Z-1324,0
878,21-186Z-1331,0
879,21-186Z-1343,2
880,21-186Z-1356,1
881,21-186Z-1363,0
882,21-186Z-1365,0
883,21-186Z-1369,2
884,21-186Z-1372,2
885,21-186Z-1379,2
886,21-186Z-1384,2
887,21-186Z-1392,2
888,21-186Z-1394,2
889,21-186Z-1406,2
890,21-186Z-1415,1
891,21-186Z-143,1
892,21-186Z-1434,0
893,21-186Z-1440,4
894,21-186Z-1446,1
895,21-186Z-1467,2
896,21-186Z-1479,2
897,21-186Z-1483,2
898,21-186Z-1484,2
899,21-186Z-1485,2
900,21-186Z-1488,2
901,21-186Z-1489,2
902,21-186Z-1499,2
903,21-186Z-1500,0
904,21-186Z-1510,2
905,21-186Z-1511,2
906,21-186Z-1513,2
907,21-186Z-1519,1
908,21-186Z-1520,2
909,21-186Z-1523,1
910,21-186Z-1524,1
911,21-186Z-1525,1
912,21-186Z-1526,4
913,21-186Z-1527,0
914,21-186Z-1528,2
915,21-186Z-1534,1
916,21-186Z-1545,1
917,21-186Z-1555,2
918,21-186Z-156,0
919,21-186Z-1571,2
920,21-186Z-1574,1
921,21-186Z-1578,2
922,21-186Z-1599,2
923,21-186Z-1600,1
924,21-186Z-163,2
925,21-186Z-1633,2
926,21-186Z-1634,2
927,21-186Z-1640,1
928,21-186Z-1641,4
929,21-186Z-1643,4
930,21-186Z-1648,4
931,21-186Z-1653,1
932,21-186Z-1654,4
933,21-186Z-1663,1
934,21-186Z-1672,2
935,21-186Z-1674,1
936,21-186Z-1677,2
937,21-186Z-1686,0
938,21-186Z-1731,0
939,21-186Z-174,0
940,21-186Z-1755,2
941,21-186Z-1764,1
942,21-186Z-1771,0
943,21-186Z-1779,4
944,21-186Z-1786,1
945,21-186Z-1790,1
946,21-186Z-1792,1
947,21-186Z-1795,1
948,21-186Z-1799,4
949,21-186Z-1801,1
950,21-186Z-1802,4
951,21-186Z-1804,2
952,21-186Z-1805,2
953,21-186Z-1806,2
954,21-186Z-1807,2
955,21-186Z-1808,2
956,21-186Z-181,0
957,21-186Z-1810,2
958,21-186Z-1817,0
959,21-186Z-1818,0
960,21-186Z-1821,2
961,21-186Z-1822,0
962,21-186Z-1823,2
963,21-186Z-1824,2
964,21-186Z-1826,0
965,21-186Z-1830,2
966,21-186Z-1842,0
967,21-186Z-1855,2
968,21-186Z-1860,1
969,21-186Z-1878,1
970,21-186Z-1887,0
971,21-186Z-19,0
972,21-186Z-1914,2
973,21-186Z-1915,0
974,21-186Z-1918,2
975,21-186Z-192,2
976,21-186Z-1920,0
977,21-186Z-1924,0
978,21-186Z-194,1
979,21-186Z-1956,4
980,21-186Z-197,2
981,21-186Z-1983,2
982,21-186Z-199,2
983,21-186Z-1991,2
984,21-186Z-200,0
985,21-186Z-2011,2
986,21-186Z-2023,0
987,21-186Z-203,3
988,21-186Z-2035,2
989,21-186Z-2041,3
990,21-186Z-2052,0
991,21-186Z-2053,2
992,21-186Z-2066,0
993,21-186Z-2067,2
994,21-186Z-2068,2
995,21-186Z-2069,2
996,21-186Z-2079,0
997,21-186Z-2085,2
998,21-186Z-2089,0
999,21-186Z-2093,0
1000,21-186Z-2094,2
1001,21-186Z-2095,0
1002,21-186Z-2098,0
1003,21-186Z-2100,0
1004,21-186Z-2101,2
1005,21-186Z-2102,2
1006,21-186Z-2105,2
1007,21-186Z-2111,2
1008,21-186Z-2113,4
1009,21-186Z-2119,2
1010,21-186Z-2120,1
1011,21-186Z-2121,2
1012,21-186Z-2122,2
1013,21-186Z-2126,0
1014,21-186Z-2130,2
1015,21-186Z-2136,1
1016,21-186Z-2138,2
1017,21-186Z-2143,0
1018,21-186Z-2146,0
1019,21-186Z-2149,2
1020,21-186Z-2162,2
1021,21-186Z-2163,2
1022,21-186Z-2166,2
1023,21-186Z-2171,1
1024,21-186Z-2172,2
1025,21-186Z-2176,3
1026,21-186Z-2179,2
1027,21-186Z-2184,2
1028,21-186Z-2188,2
1029,21-186Z-2189,2
1030,21-186Z-2192,2
1031,21-186Z-2200,0
1032,21-186Z-2230,0
1033,21-186Z-2234,2
1034,21-186Z-2236,0
1035,21-186Z-2241,2
1036,21-186Z-2244,1
1037,21-186Z-2245,2
1038,21-186Z-2246,2
1039,21-186Z-2261,2
1040,21-186Z-2263,2
1041,21-186Z-2265,2
1042,21-186Z-2266,0
1043,21-186Z-2271,4
1044,21-186Z-2295,3
1045,21-186Z-2322,4
1046,21-186Z-2335,4
1047,21-186Z-234,1
1048,21-186Z-2350,1
1049,21-186Z-2352,2
1050,21-186Z-2353,4
1051,21-186Z-2357,1
1052,21-186Z-2359,1
1053,21-186Z-236,1
1054,21-186Z-2362,0
1055,21-186Z-2363,2
1056,21-186Z-2364,2
1057,21-186Z-2365,2
1058,21-186Z-2366,2
1059,21-186Z-2367,2
1060,21-186Z-2372,0
1061,21-186Z-2377,0
1062,21-186Z-2378,1
1063,21-186Z-2379,2
1064,21-186Z-2382,2
1065,21-186Z-2387,2
1066,21-186Z-2388,2
1067,21-186Z-2389,2
1068,21-186Z-2390,2
1069,21-186Z-2391,1
1070,21-186Z-2392,2
1071,21-186Z-2395,0
1072,21-186Z-2403,1
1073,21-186Z-2412,2
1074,21-186Z-2414,0
1075,21-186Z-242,3
1076,21-186Z-2422,0
1077,21-186Z-2442,2
1078,21-186Z-2443,3
1079,21-186Z-2445,0
1080,21-186Z-2448,2
1081,21-186Z-2450,2
1082,21-186Z-2472,0
1083,21-186Z-2478,2
1084,21-186Z-2483,2
1085,21-186Z-2490,2
1086,21-186Z-2493,2
1087,21-186Z-2501,0
1088,21-186Z-2502,2
1089,21-186Z-2506,0
1090,21-186Z-2516,0
1091,21-186Z-2524,2
1092,21-186Z-2526,0
1093,21-186Z-2539,2
1094,21-186Z-2543,2
1095,21-186Z-2544,2
1096,21-186Z-2547,2
1097,21-186Z-2548,0
1098,21-186Z-255,2
1099,21-186Z-2552,2
1100,21-186Z-2553,2
1101,21-186Z-2557,2
1102,21-186Z-2561,2
1103,21-186Z-2565,3
1104,21-186Z-2566,0
1105,21-186Z-2577,0
1106,21-186Z-2591,1
1107,21-186Z-2599,3
1108,21-186Z-2603,0
1109,21-186Z-2608,0
1110,21-186Z-2616,2
1111,21-186Z-2629,2
1112,21-186Z-2642,2
1113,21-186Z-2646,1
1114,21-186Z-2653,2
1115,21-186Z-2654,2
1116,21-186Z-2657,2
1117,21-186Z-2658,0
1118,21-186Z-2666,0
1119,21-186Z-2684,0
1120,21-186Z-2687,2
1121,21-186Z-2689,2
1122,21-186Z-2690,2
1123,21-186Z-2697,0
1124,21-186Z-2698,0
1125,21-186Z-2706,0
1126,21-186Z-2708,1
1127,21-186Z-2712,1
1128,21-186Z-2735,0
1129,21-186Z-2739,2
1130,21-186Z-2745,1
1131,21-186Z-2750,0
1132,21-186Z-2751,2
1133,21-186Z-2760,1
1134,21-186Z-2773,2
1135,21-186Z-2776,1
1136,21-186Z-2777,2
1137,21-186Z-2788,2
1138,21-186Z-2797,0
1139,21-186Z-2806,0
1140,21-186Z-2816,0
1141,21-186Z-2821,2
